accession	version	species	fna	seqs	size
GCA_002165305.2_ASM216530	v2	acinetobacter_sp	acinetobacter_sp/GCA_002165305.2_ASM216530v2/GCA_002165305.2_ASM216530v2_genomic.fna	       7	3967361
GCA_002688565.1_ASM268856	v1	acinetobacter_sp	acinetobacter_sp/GCA_002688565.1_ASM268856v1/GCA_002688565.1_ASM268856v1_genomic.fna	       2	3357734
GCA_002934695.1_ASM293469	v1	acinetobacter_sp	acinetobacter_sp/GCA_002934695.1_ASM293469v1/GCA_002934695.1_ASM293469v1_genomic.fna	       8	3696158
GCA_002934965.1_ASM293496	v1	acinetobacter_sp	acinetobacter_sp/GCA_002934965.1_ASM293496v1/GCA_002934965.1_ASM293496v1_genomic.fna	       8	4169274
GCA_002946595.1_ASM294659	v1	acinetobacter_sp	acinetobacter_sp/GCA_002946595.1_ASM294659v1/GCA_002946595.1_ASM294659v1_genomic.fna	       2	2953039
GCA_003812205.1_ASM381220	v1	acinetobacter_sp	acinetobacter_sp/GCA_003812205.1_ASM381220v1/GCA_003812205.1_ASM381220v1_genomic.fna	       3	4166595
GCA_003812225.1_ASM381222	v1	acinetobacter_sp	acinetobacter_sp/GCA_003812225.1_ASM381222v1/GCA_003812225.1_ASM381222v1_genomic.fna	       2	3953244
GCA_003812245.1_ASM381224	v1	acinetobacter_sp	acinetobacter_sp/GCA_003812245.1_ASM381224v1/GCA_003812245.1_ASM381224v1_genomic.fna	       4	4021456
GCA_008630915.1_ASM863091	v1	acinetobacter_sp	acinetobacter_sp/GCA_008630915.1_ASM863091v1/GCA_008630915.1_ASM863091v1_genomic.fna	       1	3373643
GCA_009557235.1_ASM955723	v1	acinetobacter_sp	acinetobacter_sp/GCA_009557235.1_ASM955723v1/GCA_009557235.1_ASM955723v1_genomic.fna	       1	2767765
GCA_011578045.1_ASM1157804	v1	acinetobacter_sp	acinetobacter_sp/GCA_011578045.1_ASM1157804v1/GCA_011578045.1_ASM1157804v1_genomic.fna	       1	3571042
GCA_011578285.1_ASM1157828	v1	acinetobacter_sp	acinetobacter_sp/GCA_011578285.1_ASM1157828v1/GCA_011578285.1_ASM1157828v1_genomic.fna	       2	3428714
GCA_012516415.1_ASM1251641	v1	acinetobacter_sp	acinetobacter_sp/GCA_012516415.1_ASM1251641v1/GCA_012516415.1_ASM1251641v1_genomic.fna	       5	3490949
GCA_006965565.1_ASM696556	v1	acinetobacter_tandoii	acinetobacter_tandoii/GCA_006965565.1_ASM696556v1/GCA_006965565.1_ASM696556v1_genomic.fna	       3	3556660
GCA_009676805.1_ASM967680	v1	acinetobacter_towneri	acinetobacter_towneri/GCA_009676805.1_ASM967680v1/GCA_009676805.1_ASM967680v1_genomic.fna	       3	2979276
GCA_012220585.1_ASM1222058	v1	acinetobacter_towneri	acinetobacter_towneri/GCA_012220585.1_ASM1222058v1/GCA_012220585.1_ASM1222058v1_genomic.fna	       5	2829067
GCA_003966675.1_ASM396667	v1	acinetobacter_ursingii	acinetobacter_ursingii/GCA_003966675.1_ASM396667v1/GCA_003966675.1_ASM396667v1_genomic.fna	       3	3568996
GCA_001696605.3_ASM169660	v3	acinetobacter_wuhouensis	acinetobacter_wuhouensis/GCA_001696605.3_ASM169660v3/GCA_001696605.3_ASM169660v3_genomic.fna	       8	3960451
GCA_002165345.2_ASM216534	v2	acinetobacter_wuhouensis	acinetobacter_wuhouensis/GCA_002165345.2_ASM216534v2/GCA_002165345.2_ASM216534v2_genomic.fna	      16	4599140
GCA_001941625.1_ASM194162	v1	actinoalloteichus_fjordicus	actinoalloteichus_fjordicus/GCA_001941625.1_ASM194162v1/GCA_001941625.1_ASM194162v1_genomic.fna	       1	7120854
GCA_002234535.1_ASM223453	v1	actinoalloteichus_hoggarensis	actinoalloteichus_hoggarensis/GCA_002234535.1_ASM223453v1/GCA_002234535.1_ASM223453v1_genomic.fna	       1	6606717
GCA_001747425.1_ASM174742	v1	actinoalloteichus_hymeniacidonis	actinoalloteichus_hymeniacidonis/GCA_001747425.1_ASM174742v1/GCA_001747425.1_ASM174742v1_genomic.fna	       1	6306386
GCA_001941645.1_ASM194164	v1	actinoalloteichus_sp	actinoalloteichus_sp/GCA_001941645.1_ASM194164v1/GCA_001941645.1_ASM194164v1_genomic.fna	       2	7275385
GCA_000801145.1_ASM80114	v1	actinobacillus_equuli	actinobacillus_equuli/GCA_000801145.1_ASM80114v1/GCA_000801145.1_ASM80114v1_genomic.fna	       1	2431533
GCA_004519515.1_ASM451951	v1	actinobacillus_indolicus	actinobacillus_indolicus/GCA_004519515.1_ASM451951v1/GCA_004519515.1_ASM451951v1_genomic.fna	       1	2251645
GCA_000015885.1_ASM1588	v1	actinobacillus_pleuropneumoniae	actinobacillus_pleuropneumoniae/GCA_000015885.1_ASM1588v1/GCA_000015885.1_ASM1588v1_genomic.fna	       1	2274482
GCA_000016685.1_ASM1668	v1	actinobacillus_pleuropneumoniae	actinobacillus_pleuropneumoniae/GCA_000016685.1_ASM1668v1/GCA_000016685.1_ASM1668v1_genomic.fna	       1	2242062
GCA_000020405.1_ASM2040	v1	actinobacillus_pleuropneumoniae	actinobacillus_pleuropneumoniae/GCA_000020405.1_ASM2040v1/GCA_000020405.1_ASM2040v1_genomic.fna	       4	2345435
GCA_000178495.2_ASM17849	v2	actinobacillus_pleuropneumoniae	actinobacillus_pleuropneumoniae/GCA_000178495.2_ASM17849v2/GCA_000178495.2_ASM17849v2_genomic.fna	       1	2318649
GCA_003290385.1_ASM329038	v1	actinobacillus_pleuropneumoniae	actinobacillus_pleuropneumoniae/GCA_003290385.1_ASM329038v1/GCA_003290385.1_ASM329038v1_genomic.fna	       1	2318657
GCA_003431405.1_ASM343140	v1	actinobacillus_pleuropneumoniae	actinobacillus_pleuropneumoniae/GCA_003431405.1_ASM343140v1/GCA_003431405.1_ASM343140v1_genomic.fna	       2	2365505
GCA_003101015.1_ASM310101	v1	actinobacillus_porcitonsillarum	actinobacillus_porcitonsillarum/GCA_003101015.1_ASM310101v1/GCA_003101015.1_ASM310101v1_genomic.fna	       1	2263191
GCA_000017245.1_ASM1724	v1	actinobacillus_succinogenes	actinobacillus_succinogenes/GCA_000017245.1_ASM1724v1/GCA_000017245.1_ASM1724v1_genomic.fna	       1	2319663
GCA_000739435.1_ASM73943	v1	actinobacillus_suis	actinobacillus_suis/GCA_000739435.1_ASM73943v1/GCA_000739435.1_ASM73943v1_genomic.fna	       1	2501598
GCA_001023575.1_ASM102357	v1	actinobacteria_bacterium	actinobacteria_bacterium/GCA_001023575.1_ASM102357v1/GCA_001023575.1_ASM102357v1_genomic.fna	       1	2461858
GCA_002284855.1_ASM228485	v1	actinobacteria_bacterium	actinobacteria_bacterium/GCA_002284855.1_ASM228485v1/GCA_002284855.1_ASM228485v1_genomic.fna	       1	1353947
GCA_002284875.1_ASM228487	v1	actinobacteria_bacterium	actinobacteria_bacterium/GCA_002284875.1_ASM228487v1/GCA_002284875.1_ASM228487v1_genomic.fna	       1	1456516
GCA_002284895.1_ASM228489	v1	actinobacteria_bacterium	actinobacteria_bacterium/GCA_002284895.1_ASM228489v1/GCA_002284895.1_ASM228489v1_genomic.fna	       1	1506415
GCA_002284915.1_ASM228491	v1	actinobacteria_bacterium	actinobacteria_bacterium/GCA_002284915.1_ASM228491v1/GCA_002284915.1_ASM228491v1_genomic.fna	       1	1551612
GCA_003073475.1_ASM307347	v1	actinobaculum_sp	actinobaculum_sp/GCA_003073475.1_ASM307347v1/GCA_003073475.1_ASM307347v1_genomic.fna	       1	2768961
GCA_003589885.1_ASM358988	v1	actinomadura_amylolytica	actinomadura_amylolytica/GCA_003589885.1_ASM358988v1/GCA_003589885.1_ASM358988v1_genomic.fna	       1	6800142
GCA_008824145.1_ASM882414	v1	actinomadura_sp	actinomadura_sp/GCA_008824145.1_ASM882414v1/GCA_008824145.1_ASM882414v1_genomic.fna	       1	9187113
GCA_002076915.1_ASM207691	v1	actinomyces_gaoshouyii	actinomyces_gaoshouyii/GCA_002076915.1_ASM207691v1/GCA_002076915.1_ASM207691v1_genomic.fna	       1	2359360
GCA_001553935.1_ASM155393	v1	actinomyces_oris	actinomyces_oris/GCA_001553935.1_ASM155393v1/GCA_001553935.1_ASM155393v1_genomic.fna	       1	3042917
GCA_004102025.1_ASM410202	v1	actinomyces_qiguomingii	actinomyces_qiguomingii/GCA_004102025.1_ASM410202v1/GCA_004102025.1_ASM410202v1_genomic.fna	       1	3988549
GCA_001553565.1_ASM155356	v1	actinomyces_radicidentis	actinomyces_radicidentis/GCA_001553565.1_ASM155356v1/GCA_001553565.1_ASM155356v1_genomic.fna	       1	3051613
GCA_001278845.1_ASM127884	v1	actinomyces_sp	actinomyces_sp/GCA_001278845.1_ASM127884v1/GCA_001278845.1_ASM127884v1_genomic.fna	       1	3836419
GCA_002356195.1_ASM235619	v1	actinomyces_sp	actinomyces_sp/GCA_002356195.1_ASM235619v1/GCA_002356195.1_ASM235619v1_genomic.fna	       1	2877864
GCA_002999235.1_ASM299923	v1	actinomyces_sp	actinomyces_sp/GCA_002999235.1_ASM299923v1/GCA_002999235.1_ASM299923v1_genomic.fna	       2	3249416
GCA_003111765.1_ASM311176	v1	actinomyces_sp	actinomyces_sp/GCA_003111765.1_ASM311176v1/GCA_003111765.1_ASM311176v1_genomic.fna	       1	3761642
GCA_004010955.1_ASM401095	v1	actinomyces_sp	actinomyces_sp/GCA_004010955.1_ASM401095v1/GCA_004010955.1_ASM401095v1_genomic.fna	       1	3107761
GCA_004798665.1_ASM479866	v1	actinomyces_sp	actinomyces_sp/GCA_004798665.1_ASM479866v1/GCA_004798665.1_ASM479866v1_genomic.fna	       1	3600355
GCA_005696555.1_ASM569655	v1	actinomyces_sp	actinomyces_sp/GCA_005696555.1_ASM569655v1/GCA_005696555.1_ASM569655v1_genomic.fna	       1	3097489
GCA_005886335.1_ASM588633	v1	actinomyces_sp	actinomyces_sp/GCA_005886335.1_ASM588633v1/GCA_005886335.1_ASM588633v1_genomic.fna	       1	2526493
GCA_009930875.1_ASM993087	v1	actinomyces_sp	actinomyces_sp/GCA_009930875.1_ASM993087v1/GCA_009930875.1_ASM993087v1_genomic.fna	       1	3141809
GCA_001856685.1_ASM185668	v1	actinomyces_tangfeifanii	actinomyces_tangfeifanii/GCA_001856685.1_ASM185668v1/GCA_001856685.1_ASM185668v1_genomic.fna	       1	2207832
GCA_000494755.1_ASM49475	v1	actinoplanes_friuliensis	actinoplanes_friuliensis/GCA_000494755.1_ASM49475v1/GCA_000494755.1_ASM49475v1_genomic.fna	       1	9376071
GCA_000237145.1_ASM23714	v1	actinoplanes_sp	actinoplanes_sp/GCA_000237145.1_ASM23714v1/GCA_000237145.1_ASM23714v1_genomic.fna	       1	9239851
GCA_000389965.1_ASM38996	v1	actinoplanes_sp	actinoplanes_sp/GCA_000389965.1_ASM38996v1/GCA_000389965.1_ASM38996v1_genomic.fna	       1	9228054
GCA_002717025.1_ASM271702	v1	actinoplanes_sp	actinoplanes_sp/GCA_002717025.1_ASM271702v1/GCA_002717025.1_ASM271702v1_genomic.fna	       1	9239482
GCA_004001265.1_ASM400126	v1	actinoplanes_sp	actinoplanes_sp/GCA_004001265.1_ASM400126v1/GCA_004001265.1_ASM400126v1_genomic.fna	       1	9293892
GCA_002263515.1_ASM226351	v1	actinopolyspora_erythraea	actinopolyspora_erythraea/GCA_002263515.1_ASM226351v1/GCA_002263515.1_ASM226351v1_genomic.fna	       1	5243930
GCA_000023245.1_ASM2324	v1	actinosynnema_mirum	actinosynnema_mirum/GCA_000023245.1_ASM2324v1/GCA_000023245.1_ASM2324v1_genomic.fna	       1	8248144
GCA_002354875.1_ASM235487	v1	actinosynnema_pretiosum	actinosynnema_pretiosum/GCA_002354875.1_ASM235487v1/GCA_002354875.1_ASM235487v1_genomic.fna	       1	8131572
GCA_003516205.1_ASM351620	v1	actinosynnema_pretiosum	actinosynnema_pretiosum/GCA_003516205.1_ASM351620v1/GCA_003516205.1_ASM351620v1_genomic.fna	       1	8340266
GCA_000724605.1_ASM72460	v1	actinotignum_schaalii	actinotignum_schaalii/GCA_000724605.1_ASM72460v1/GCA_000724605.1_ASM72460v1_genomic.fna	       1	2159306
GCA_000478885.1_ASM47888	v1	adlercreutzia_equolifaciens	adlercreutzia_equolifaciens/GCA_000478885.1_ASM47888v1/GCA_000478885.1_ASM47888v1_genomic.fna	       1	2862526
GCA_011405655.1_ASM1140565	v1	adlercreutzia_sp	adlercreutzia_sp/GCA_011405655.1_ASM1140565v1/GCA_011405655.1_ASM1140565v1_genomic.fna	       1	2908404
GCA_000219915.3_ASM21991	v3	advenella_kashmirensis	advenella_kashmirensis/GCA_000219915.3_ASM21991v3/GCA_000219915.3_ASM21991v3_genomic.fna	       2	4423879
GCA_000521505.1_ASM52150	v1	advenella_mimigardefordensis	advenella_mimigardefordensis/GCA_000521505.1_ASM52150v1/GCA_000521505.1_ASM52150v1_genomic.fna	       2	4764126
GCA_004022485.1_ASM402248	v1	aequorivita_sp	aequorivita_sp/GCA_004022485.1_ASM402248v1/GCA_004022485.1_ASM402248v1_genomic.fna	       1	3682614
GCA_000265385.1_ASM26538	v1	aequorivita_sublithincola	aequorivita_sublithincola/GCA_000265385.1_ASM26538v1/GCA_000265385.1_ASM26538v1_genomic.fna	       1	3520671
GCA_002243625.1_ASM224362	v1	aeribacillus_pallidus	aeribacillus_pallidus/GCA_002243625.1_ASM224362v1/GCA_002243625.1_ASM224362v1_genomic.fna	       1	4089457
GCA_011404955.1_ASM1140495	v1	aeribacillus_pallidus	aeribacillus_pallidus/GCA_011404955.1_ASM1140495v1/GCA_011404955.1_ASM1140495v1_genomic.fna	       1	3833114
GCA_001543105.1_ASM154310	v1	aerococcus_christensenii	aerococcus_christensenii/GCA_001543105.1_ASM154310v1/GCA_001543105.1_ASM154310v1_genomic.fna	       1	1634920
GCA_001543145.1_ASM154314	v1	aerococcus_sanguinicola	aerococcus_sanguinicola/GCA_001543145.1_ASM154314v1/GCA_001543145.1_ASM154314v1_genomic.fna	       1	2033849
GCA_000193205.1_ASM19320	v1	aerococcus_urinae	aerococcus_urinae/GCA_000193205.1_ASM19320v1/GCA_000193205.1_ASM19320v1_genomic.fna	       1	2080974
GCA_001543175.1_ASM154317	v1	aerococcus_urinae	aerococcus_urinae/GCA_001543175.1_ASM154317v1/GCA_001543175.1_ASM154317v1_genomic.fna	       1	1974262
GCA_001518795.1_ASM151879	v1	aerococcus_urinaeequi	aerococcus_urinaeequi/GCA_001518795.1_ASM151879v1/GCA_001518795.1_ASM151879v1_genomic.fna	       1	2054328
GCA_001543205.1_ASM154320	v1	aerococcus_urinaeequi	aerococcus_urinaeequi/GCA_001543205.1_ASM154320v1/GCA_001543205.1_ASM154320v1_genomic.fna	       1	2013339
GCA_001543245.1_ASM154324	v1	aerococcus_urinaehominis	aerococcus_urinaehominis/GCA_001543245.1_ASM154324v1/GCA_001543245.1_ASM154324v1_genomic.fna	       1	1831400
GCA_001543285.1_ASM154328	v1	aerococcus_viridans	aerococcus_viridans/GCA_001543285.1_ASM154328v1/GCA_001543285.1_ASM154328v1_genomic.fna	       1	2199877
GCA_003065605.1_ASM306560	v1	aeromicrobium_sp	aeromicrobium_sp/GCA_003065605.1_ASM306560v1/GCA_003065605.1_ASM306560v1_genomic.fna	       1	3717741
GCA_003443875.1_ASM344387	v1	aeromicrobium_sp	aeromicrobium_sp/GCA_003443875.1_ASM344387v1/GCA_003443875.1_ASM344387v1_genomic.fna	       1	3446585
GCA_009649075.1_ASM964907	v1	aeromicrobium_sp	aeromicrobium_sp/GCA_009649075.1_ASM964907v1/GCA_009649075.1_ASM964907v1_genomic.fna	       2	3682026
GCA_000783775.2_ASM78377	v2	aeromonas_caviae	aeromonas_caviae/GCA_000783775.2_ASM78377v2/GCA_000783775.2_ASM78377v2_genomic.fna	       1	4518310
GCA_003294855.1_ASM329485	v1	aeromonas_caviae	aeromonas_caviae/GCA_003294855.1_ASM329485v1/GCA_003294855.1_ASM329485v1_genomic.fna	       1	4702913
GCA_003294895.1_ASM329489	v1	aeromonas_caviae	aeromonas_caviae/GCA_003294895.1_ASM329489v1/GCA_003294895.1_ASM329489v1_genomic.fna	       1	4650143
GCA_003925855.2_ASM392585	v2	aeromonas_caviae	aeromonas_caviae/GCA_003925855.2_ASM392585v2/GCA_003925855.2_ASM392585v2_genomic.fna	       4	4826820
GCA_007179295.1_ASM717929	v1	aeromonas_caviae	aeromonas_caviae/GCA_007179295.1_ASM717929v1/GCA_007179295.1_ASM717929v1_genomic.fna	       1	4684096
GCA_002285935.1_ASM228593	v1	aeromonas_dhakensis	aeromonas_dhakensis/GCA_002285935.1_ASM228593v1/GCA_002285935.1_ASM228593v1_genomic.fna	       1	4868053
GCA_000014805.1_ASM1480	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000014805.1_ASM1480v1/GCA_000014805.1_ASM1480v1_genomic.fna	       1	4744448
GCA_000401555.1_ASM40155	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000401555.1_ASM40155v1/GCA_000401555.1_ASM40155v1_genomic.fna	       1	5024500
GCA_000512185.1_ASM51218	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000512185.1_ASM51218v1/GCA_000512185.1_ASM51218v1_genomic.fna	       1	4527993
GCA_000612075.2_ASM61207	v2	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000612075.2_ASM61207v2/GCA_000612075.2_ASM61207v2_genomic.fna	       1	4796281
GCA_000633175.1_ASM63317	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000633175.1_ASM63317v1/GCA_000633175.1_ASM63317v1_genomic.fna	       1	5023861
GCA_000635955.1_ASM63595	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000635955.1_ASM63595v1/GCA_000635955.1_ASM63595v1_genomic.fna	       1	5023829
GCA_000819505.1_ASM81950	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000819505.1_ASM81950v1/GCA_000819505.1_ASM81950v1_genomic.fna	       1	5000814
GCA_000940915.1_ASM94091	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000940915.1_ASM94091v1/GCA_000940915.1_ASM94091v1_genomic.fna	       4	4901389
GCA_000963645.1_ASM96364	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_000963645.1_ASM96364v1/GCA_000963645.1_ASM96364v1_genomic.fna	       1	4908265
GCA_001019645.1_ASM101964	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_001019645.1_ASM101964v1/GCA_001019645.1_ASM101964v1_genomic.fna	       1	5279644
GCA_001455365.1_ASM145536	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_001455365.1_ASM145536v1/GCA_001455365.1_ASM145536v1_genomic.fna	       4	5145887
GCA_001518775.1_ASM151877	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_001518775.1_ASM151877v1/GCA_001518775.1_ASM151877v1_genomic.fna	       5	5275132
GCA_001683535.1_ASM168353	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_001683535.1_ASM168353v1/GCA_001683535.1_ASM168353v1_genomic.fna	       1	4951765
GCA_001687125.1_ASM168712	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_001687125.1_ASM168712v1/GCA_001687125.1_ASM168712v1_genomic.fna	       2	5049466
GCA_001895965.1_ASM189596	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_001895965.1_ASM189596v1/GCA_001895965.1_ASM189596v1_genomic.fna	       1	4783504
GCA_002850695.3_ASM285069	v3	aeromonas_hydrophila	aeromonas_hydrophila/GCA_002850695.3_ASM285069v3/GCA_002850695.3_ASM285069v3_genomic.fna	       7	5365058
GCA_003014775.1_ASM301477	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_003014775.1_ASM301477v1/GCA_003014775.1_ASM301477v1_genomic.fna	       1	4911246
GCA_003491225.1_ASM349122	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_003491225.1_ASM349122v1/GCA_003491225.1_ASM349122v1_genomic.fna	       1	5159182
GCA_003491245.1_ASM349124	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_003491245.1_ASM349124v1/GCA_003491245.1_ASM349124v1_genomic.fna	       1	4955171
GCA_004296435.1_ASM429643	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_004296435.1_ASM429643v1/GCA_004296435.1_ASM429643v1_genomic.fna	       2	5001549
GCA_004684305.1_ASM468430	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_004684305.1_ASM468430v1/GCA_004684305.1_ASM468430v1_genomic.fna	       2	5311033
GCA_004684325.1_ASM468432	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_004684325.1_ASM468432v1/GCA_004684325.1_ASM468432v1_genomic.fna	       2	5282246
GCA_009791455.1_ASM979145	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_009791455.1_ASM979145v1/GCA_009791455.1_ASM979145v1_genomic.fna	       1	4941513
GCA_011602425.1_ASM1160242	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_011602425.1_ASM1160242v1/GCA_011602425.1_ASM1160242v1_genomic.fna	       1	5099855
GCA_012273595.1_ASM1227359	v1	aeromonas_hydrophila	aeromonas_hydrophila/GCA_012273595.1_ASM1227359v1/GCA_012273595.1_ASM1227359v1_genomic.fna	       1	4573207
GCA_000287215.3_ASM28721	v3	aeromonas_media	aeromonas_media/GCA_000287215.3_ASM28721v3/GCA_000287215.3_ASM28721v3_genomic.fna	       2	4788430
GCA_009931135.1_ASM993113	v1	aeromonas_media	aeromonas_media/GCA_009931135.1_ASM993113v1/GCA_009931135.1_ASM993113v1_genomic.fna	       3	5018368
GCA_003015165.1_ASM301516	v1	aeromonas_rivipollensis	aeromonas_rivipollensis/GCA_003015165.1_ASM301516v1/GCA_003015165.1_ASM301516v1_genomic.fna	       1	4508901
GCA_000196395.1_ASM19639	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_000196395.1_ASM19639v1/GCA_000196395.1_ASM19639v1_genomic.fna	       6	5040536
GCA_001643275.2_ASM164327	v2	aeromonas_salmonicida	aeromonas_salmonicida/GCA_001643275.2_ASM164327v2/GCA_001643275.2_ASM164327v2_genomic.fna	       5	4897684
GCA_002180335.1_ASM218033	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002180335.1_ASM218033v1/GCA_002180335.1_ASM218033v1_genomic.fna	       5	4935342
GCA_002214245.1_ASM221424	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002214245.1_ASM221424v1/GCA_002214245.1_ASM221424v1_genomic.fna	       6	5069859
GCA_002214265.1_ASM221426	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002214265.1_ASM221426v1/GCA_002214265.1_ASM221426v1_genomic.fna	       5	4880825
GCA_002214305.1_ASM221430	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002214305.1_ASM221430v1/GCA_002214305.1_ASM221430v1_genomic.fna	       6	5082912
GCA_002313065.1_ASM231306	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002313065.1_ASM231306v1/GCA_002313065.1_ASM231306v1_genomic.fna	       3	4917535
GCA_002735225.1_ASM273522	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002735225.1_ASM273522v1/GCA_002735225.1_ASM273522v1_genomic.fna	       1	5012649
GCA_002764135.1_ASM276413	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_002764135.1_ASM276413v1/GCA_002764135.1_ASM276413v1_genomic.fna	       1	4806250
GCA_003692675.1_ASM369267	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_003692675.1_ASM369267v1/GCA_003692675.1_ASM369267v1_genomic.fna	       1	4736282
GCA_008370735.1_ASM837073	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_008370735.1_ASM837073v1/GCA_008370735.1_ASM837073v1_genomic.fna	       4	5008222
GCA_009858115.1_ASM985811	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_009858115.1_ASM985811v1/GCA_009858115.1_ASM985811v1_genomic.fna	       2	4732829
GCA_009858135.1_ASM985813	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_009858135.1_ASM985813v1/GCA_009858135.1_ASM985813v1_genomic.fna	       2	4690150
GCA_012931585.1_ASM1293158	v1	aeromonas_salmonicida	aeromonas_salmonicida/GCA_012931585.1_ASM1293158v1/GCA_012931585.1_ASM1293158v1_genomic.fna	       1	4621725
GCA_001447335.1_ASM144733	v1	aeromonas_schubertii	aeromonas_schubertii/GCA_001447335.1_ASM144733v1/GCA_001447335.1_ASM144733v1_genomic.fna	       1	4400034
GCA_004919485.1_ASM491948	v1	aeromonas_schubertii	aeromonas_schubertii/GCA_004919485.1_ASM491948v1/GCA_004919485.1_ASM491948v1_genomic.fna	       1	4350713
GCA_002586745.1_ASM258674	v1	aeromonas_sp	aeromonas_sp/GCA_002586745.1_ASM258674v1/GCA_002586745.1_ASM258674v1_genomic.fna	       1	4615599
